title,year,doi,publication_type,authors,abstract,relevance_score,relevance_tag,relevance_reasoning,short_summary,key_contributions,project_relevance,source,link
AI and IOT for Smart Agriculture,2025,10.55041/ijsrem52775,Journal Article,"M. Mahendran Naveen. L, Adharsh SK","Abstract - The blend of Internet of Things (IoT) and Artificial Intelligence (AI) is transforming traditional farming to a more efficient, sustainable, and data-intensive practice. During this seminar, the use of IoT devices like sensors and actuators to monitor such critical parameters as soil humidity, temperature, moisture, and crop health in real-time is explained. AI algorithms process the data collected to give predictive predictions, optimize irrigation timetables, detect early indications of diseases, and enhance crop yield as a whole. The report focuses on the structure of AI-IoT-based smart farming systems, their key components, and the likely benefits in preventing wastage of resources, increasing productivity, and enabling informed decision-making for farmers. Further, difficulties such as high cost of implementation, low connectivity in rural areas, and security of data are discussed. Through this study, it is demonstrated how AI and IoT combined can facilitate precision agriculture to support intelligent and sustainable farming practices. In all, the research proves the potential of these technologies to reshape agriculture as a more robust, efficient, and green industry while guaranteeing improved resource management and higher crop yields.. Key Words: Artificial Intelligence (AI); Internet of Things (IoT); Smart Agriculture; Precision Farming; Sustainable Farming; Crop Monitoring",33,Low Relevance,"- **Relevance Score:** 33/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses AI-IoT to enable smart irrigation, disease detection, and edge AI, but lacks TinyML, ESP32/Raspberry Pi details, performance metrics, and real-world deployment data.",,,,scispace_full_text,pdf/ai-and-iot-for-smart-agriculture-deof8akwc8g5.pdf
An Enhanced Tiny ML Framework with Deep FL Supported Real-Time Anomaly Detection in an IoT Environment,,,,"D Chaitanya, M Odeh, TA Babu",,41,Partially Relevant,"- **Relevance Score:** 41/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Highly relevant for edge computing and TinyML; partially matches smart agriculture and cloud comparison; lacks specific hardware, agricultural IoT deployment, and evaluation data.",,,,google_scholar,https://ieeexplore.ieee.org/abstract/document/11379483/
Securing IoT/Edge Computing Infrastructure for Smart Agriculture: Challenges and Solutions,2025,10.1109/satc65530.2025.11136873,Proceedings Article,"Niraj Prasad Bhatta, Sufian Al Majmaie, Fathi Amsaad","The integration of IoT and Edge computing technologies has revolutionized agriculture by enabling precision farming, real-time monitoring, and predictive analytics. These advancements empower farmers to manage resources more effectively, enhance crop yields, and promote sustainability through the use of smart devices and distributed computing infrastructures. However, the increasing reliance on IoT/Edge systems brings significant security challenges, including data breaches, device tampering, and vulnerabilities in communication channels, which threaten the efficiency and safety of agricultural operations. Ensuring the integrity, confidentiality, and availability of data in these systems is critical to protecting infrastructure and operational outcomes. This paper examines the intersection of IoT/Edge technologies and agriculture, emphasizing their transformative role in modern farming. It underscores the urgent need for robust security frameworks designed for the unique constraints of agricultural IoT environments. By implementing lightweight cryptographic methods, AI-driven threat detection, and blockchain-based data integrity solutions, this research aims to establish a secure foundation for the future of smart farming. Ultimately, it contributes to the sustainable and resilient development of the global food supply chain.",34,Low Relevance,"- **Relevance Score:** 34/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Addresses security for smart farming and edge IoT, but lacks TinyML, specific hardware, performance metrics, energy data, open code, real-field trials, or cloud vs edge comparison.",,,,scispace,
Machine learning applications in iot based agriculture and smart farming: a review,2020,10.33564/ijeast.2020.v04i12.004,Journal Article,"M.W.P. Maduranga, Ruvan Abeysekera","the Internet of Things (IoT) technology has revolutionized every aspect of everyday life by making everything smarter. Among the vast range of IoT applications, IoT based smart agriculture has fascinated many researchers and has used Machine Learning(ML) and IoT technologies to conduct innovative researches. IoT based data-driven farm management techniques can help increase agricultural yields by planning input costs, reducing losses, and using resources more efficiently. The IoT generates big amount data with different characteristics based on location and time. To improve productivity of agriculture through intelligent farm management, the data analyzing must be well analyzed and processed. High-performance computing capability in ML opens up new opportunities for data-intensive science as the amount of data collected increases; ML algorithms could be applied to further enhance application intelligence and functionality. In this article we review existing approaches have been made to the smart agriculture and farming based on IoT and ML separately. Also we propose novel concepts that how can ML-IoT can be blended in such applications. Keywords- Internet of Things (IoT), Machine Learning (ML), Machine Learning in IoT(MLIoT), Smart Agriculture, Smart Farming.",25,Low Relevance,"- **Relevance Score:** 25/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Reviews ML-IoT use cases for crop, soil, and yield management; lacks edge, TinyML, ESP32/Raspberry Pi specifics, and detailed performance or energy metrics.",,,,scispace_full_text,/pdf/machine-learning-applications-in-iot-based-agriculture-and-3qim24ivpa.pdf
Chatbot Application to Support Smart Agriculture in Thailand,2023,10.1109/ectidamtncon53731.2022.9720318,Preprint,"Paweena Suebsombut, Pradorn Sureephong, Aicha Sekhari, Suepphong Chernbumroong, Abdelaziz Bouras","A chatbot is a software developed to help reply to text or voice conversations automatically and quickly in real time. In the agriculture sector, the existing smart agriculture systems just use data from sensing and internet of things (IoT) technologies that exclude crop cultivation knowledge to support decision-making by farmers. To enhance this, the chatbot application can be an assistant to farmers to provide crop cultivation knowledge. Consequently, we propose the LINE chatbot application as an information and knowledge representation providing crop cultivation recommendations to farmers. It works with smart agriculture and recommendation systems. Our proposed LINE chatbot application consists of five main functions (start/stop menu, main page, drip irri gation page, mist irrigation page, and monitor page). Farmers will receive information for data monitoring to support their decision-making. Moreover, they can control the irrigation system via the LINE chatbot. Furthermore, farmers can ask questions relevant to the crop environment via a chat box. After implementing our proposed chatbot, farmers are very satisfied with the application, scoring a 96% satisfaction score. However, in terms of asking questions via chat box, this LINE chatbot application is a rule-based bot or script bot. Farmers have to type in the correct keywords as prescribed, otherwise they won't get a response from the chatbots. In the future, we will enhance the asking function of our LINE chatbot to be an intelligent bot.",25,Low Relevance,"- **Relevance Score:** 25/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses LINE chatbot to deliver crop advice and control irrigation, demonstrating real-world farmer testing; includes IoT sensors but lacks edge, TinyML, ESP32/RPi, and performance or energy analyses.",,,,arxiv,https://arxiv.org/pdf/2308.02524v1
Empowering agricultural security with IoT and deep learning driven real-time alert systems,2024,10.1007/s41870-024-02074-8,Journal Article,"Priya Singh, Rajalakshmi Krishnamurthi",,79,Highly Relevant,"- **Relevance Score:** 79/100 - **Relevance Tag:** Highly Relevant - **Reasoning:** Uses Raspberry Pi edge and ultrasonic sensors for real-time agricultural security alerts; lacks TinyML, energy metrics, and cloud comparison, but demonstrates IoT deployment.",,,,google_scholar,https://link.springer.com/article/10.1007/s41870-024-02074-8
TinyML Smart Sensor for Energy Saving in Internet of Things Precision Agriculture platform,2022,10.1109/icufn55119.2022.9829675,Proceedings Article,,"Smart agriculture researchers bring numerous tools and prospects to the farm ecosystem to improve its productivity and, mainly, its sustainability. Artificial Intelligence (AI) is widely used in precision agriculture as Internet of Things (IoT) technologies have brought a huge volume of data to exploit to provide useful insights for farmers such as weather prediction, pest development detection, or harvest time estimation. AI algorithms are mostly executed in the cloud due to their inherent computing constraints, thus requiring the different sensors to offload their data to the appropriate server. Depending on the amount and volume of data exchanged, the need for computer offloading may induce privacy, security, and latency issues in addition to weighting on the sensor's battery consumption as wireless transmission methods have a high-energy demand. To overcome this difficulty, recent research has tried to bring AI computation closer to the end device with edge or fog computing and more recently with the Tiny Machine Learning (TinyML) paradigm that aims to embed the AI algorithm directly into the sensor's microcontroller. In that context, this paper proposes a prototype of smart sensor capable of detecting fruits presence with TinyML. We then study the energy consumption of our system in different IoT scenarios.",67,Partially Relevant,"- **Relevance Score:** 67/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses TinyML on a smart sensor for fruit detection, studies energy use, and discusses edge vs. cloud, but lacks ESP32/Raspberry Pi details, open-source links, and full field or benchmark data.",,,,scispace,
"TinyML: Tools, Applications, Challenges, and Future Research Directions",2023,10.48550/arxiv.2303.13569,Journal Article,"Rakhee Kallimani, Krishna N. Pai, Prasoon Raghuwanshi, Sridhar Iyer, O. L'opez","In recent years, Artificial Intelligence (AI) and Machine learning (ML) have gained significant interest from both, industry and academia. Notably, conventional ML techniques require enormous amounts of power to meet the desired accuracy, which has limited their use mainly to high-capability devices such as network nodes. However, with many advancements in technologies such as the Internet of Things (IoT) and edge computing, it is desirable to incorporate ML techniques into resource-constrained embedded devices for distributed and ubiquitous intelligence. This has motivated the emergence of the TinyML paradigm which is an embedded ML technique that enables ML applications on multiple cheap, resource- and power-constrained devices. However, during this transition towards appropriate implementation of the TinyML technology, multiple challenges such as processing capacity optimization, improved reliability, and maintenance of learning models' accuracy require timely solutions. In this article, various avenues available for TinyML implementation are reviewed. Firstly, a background of TinyML is provided, followed by detailed discussions on various tools supporting TinyML. Then, state-of-art applications of TinyML using advanced technologies are detailed. Lastly, various research challenges and future directions are identified.",59,Partially Relevant,"- **Relevance Score:** 59/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Survey outlines TinyML concepts and edge computing, mentions agriculture use-cases, but lacks concrete ESP32/Raspberry Pi implementations, measurements, or open code.",,,,scispace_full_text,pdf/tinyml-tools-applications-challenges-and-future-research-20p7r2rg.pdf
Multi-objective hybrid knowledge distillation for efficient deep learning in smart agriculture,2025,,Preprint,"Phi-Hung Hoang, Nam-Thuan Trinh, Van-Manh Tran, Thi-Thu-Hong Phan","Deploying deep learning models on resource-constrained edge devices remains a major challenge in smart agriculture due to the trade-off between computational efficiency and recognition accuracy. To address this challenge, this study proposes a hybrid knowledge distillation framework for developing a lightweight yet high-performance convolutional neural network. The proposed approach designs a customized student model that combines inverted residual blocks with dense connectivity and trains it under the guidance of a ResNet18 teacher network using a multi-objective strategy that integrates hard-label supervision, feature-level distillation, response-level distillation, and self-distillation. Experiments are conducted on a rice seed variety identification dataset containing nine varieties and further extended to four plant leaf disease datasets, including rice, potato, coffee, and corn, to evaluate generalization capability. On the rice seed variety classification task, the distilled student model achieves an accuracy of 98.56%, which is only 0.09% lower than the teacher model (98.65%), while requiring only 0.68 GFLOPs and approximately 1.07 million parameters. This corresponds to a reduction of about 2.7 times in computational cost and more than 10 times in model size compared with the ResNet18 teacher model. In addition, compared with representative pretrained models, the proposed student reduces the number of parameters by more than 6 times relative to DenseNet121 and by over 80 times compared with the Vision Transformer (ViT) architecture, while maintaining comparable or superior classification accuracy. Consistent performance gains across multiple plant leaf disease datasets further demonstrate the robustness, efficiency, and strong deployment potential of the proposed framework for hardware-limited smart agriculture systems.",40,Partially Relevant,"- **Relevance Score:** 40/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Perfectly matches smart agriculture (rice seed, leaf disease classification); highly aligns with edge computing via lightweight model; partially relevant to TinyML and benchmarks; lacks IoT, ESP32/RPi, energy, open-source, field cloud comparisons.",,,,arxiv,https://arxiv.org/pdf/2512.22239v1
"Edge Computing-Enabled Smart Agriculture: Technical Architectures, Practical Evolution, and Bottleneck Breakthroughs",2025,10.3390/s25175302,Journal Article,"Ran Gong, Hongyang Zhang, Gang Li, Jiamin He","As the global digital transformation of agriculture accelerates, the widespread deployment of farming equipment has triggered an exponential surge in agricultural production data. Consequently, traditional cloud computing frameworks face critical challenges: communication latency in the field, the demand for low-power devices, and stringent real-time decision constraints. These bottlenecks collectively exacerbate bandwidth constraints, diminish response efficiency, and introduce data security vulnerabilities. In this context, edge computing offers a promising solution for smart agriculture. By provisioning computing resources to the network periphery and enabling localized processing at data sources adjacent to agricultural machinery, sensors, and crops, edge computing leverages low-latency responses, bandwidth optimization, and distributed computation capabilities. This paper provides a comprehensive survey of the research landscape in agricultural edge computing. We begin by defining its core concepts and highlighting its advantages over cloud computing. Subsequently, anchored in the ""terminal sensing-edge intelligence-cloud coordination"" architecture, we analyze technological evolution in edge sensing devices, lightweight intelligent algorithms, and cooperative communication mechanisms. Additionally, through precision farming, intelligent agricultural machinery control, and full-chain crop traceability, we demonstrate its efficacy in enhancing real-time agricultural decision-making. Finally, we identify adaptation challenges in complex environments and outline future directions for research and development in this field.",36,Low Relevance,"- **Relevance Score:** 36/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Comprehensive survey of edge computing in smart agriculture; covers domain and edge concepts but lacks concrete TinyML, hardware, and performance evaluations.",,,,scispace,
On-device Crop Disease Prediction: A realistic case for vineyards,2023,10.5281/zenodo.8362976,Repository,"Katerina Margariti, Rea Levantinou, George Koustas, Spyros Velanas, Aris Zompras, Maria Tsoka, Pantelis Velanas",,36,Low Relevance,"- **Relevance Score:** 36/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Demonstrates on-drone deep-learning disease detection for vineyards, showcasing edge inference but lacks TinyML, ESP32/RPi, and detailed energy or benchmark data.",,,,scispace_full_text,pdf/on-device-crop-disease-prediction-a-realistic-case-for-3leakfalx4.pdf
A feasible IoT-based system for precision agriculture,2021,10.1109/meco52532.2021.9460168,Proceedings Article,"Radovan Stojanovic, Vesna Maraš, Sanja Radonjic, Anita Martic, Jovan Durkovic, Katarina Pavicevic, Vasilije Mirovic, Miljan Cvetković","This paper presents a feasible and a low-cost IoT based monitoring system for precision agriculture, with emphasis to viticulture. A field/crop data are acquired by self-powered measuring station and sent to remote collector, located in the home or office. The collector accepts the data and forward them via home/office WiFi to commercial or open IoT servers (as ThingSpeak) for further visualization, analyze and react back. Using available APIs, any web application on any server can communicate with IoT server, and thus with field station. Every authorized person or farmer, who has computer or gadget with Internet access can monitor parameters of interest and control back associated processes as irrigation or ventilation. Principle of operation, hardware and software architecture as well as preliminary results are shortly elaborated.",27,Low Relevance,- **Relevance Score:** 27/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses low-cost IoT stations for viticulture monitoring and irrigation control; no edge processing or TinyML; hardware specifics omitted; mentions cloud forwarding but lacks comparative analysis; limited power-usage data; preliminary field tests only.,,,,scispace,https://www.researchgate.net/profile/Radovan-Stojanovic/publication/352910484_A_Feasible_IoT-Based_System_for_Precision_Agriculture/links/6648d6390b0d28457442b448/A-Feasible-IoT-Based-System-for-Precision-Agriculture.pdf
Optimizing Irrigation Through Embedded Machine Learning and IoT-Based Automation,2025,10.1109/icoeit63558.2025.11210875,Journal Article,"Udit Narayan Bera, Priya Rachel Bachan, Saurabh Sahu, Anushka Bhatt, Nayan Kumar","The monitoring of factors influencing crop yield and growth in agriculture-whether precision, smart, or digital-has traditionally relied on non-ML, manually structured approaches that present practical limitations such as high monitoring costs and maintenance efforts. With the aim of addressing these challenges, this paper proposes a low-cost, semi-autonomous embedded machine learning (Embedded ML) system providing real-time, crop-specific irrigation recommendations without reliance on cloud servers or internet connectivity. Using Edge Impulse, we integrate Artificial Neural Networks (ANNs) into edge devices to analyze data of soil moisture, temperature, and humidity, providing accurate irrigation recommendations. The approach follows a structured Embedded ML pipeline, encompassing data collection, model training, hardware-specific optimizations, and on-device deployment. The model achieved an initial accuracy of $\mathbf{9 5 \%}$. However, to make it suitable for deployment on edge devices, leading to an optimized accuracy of 73.75 %, demonstrating its effectiveness in optimizing water distribution while reducing resource wastage. However, challenges such as environmental variability and sensor precision introduce uncertainties, which can be mitigated through adaptive learning strategies. This research contributes to the advancement of precision agriculture, showcasing how lightweight ML models on edge devices can enhance irrigation efficiency, conserve water resources, and support sustainable farming practices.",55,Partially Relevant,"- **Relevance Score:** 55/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Uses on-device ANN for irrigation, fully edge-based, includes sensors, but lacks ESP32/RPi details, energy data, extensive benchmarks, open code, or field trials.",,,,scispace,https://ieeexplore.ieee.org/abstract/document/11210875/
Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment,2021,10.1109/access.2021.3101397,Journal Article,"Hatem A. Alharbi, Mohammad Aldossary","The current agriculture systems compete to take advantage of industry advanced technologies, including the internet of things (IoT), cloud/fog/edge computing, artificial intelligence, and agricultural robots to monitor, track, analyze and process various functions and services in real-time. Additionally, these technologies can make the agricultural processes smarter and more cost-efficient by using automated systems and eliminating any human interventions, hence enhancing agricultural production to meet future expectations. Although the current agriculture systems that adopt the traditional cloud-based architecture have provided powerful computing infrastructure to distributed IoT sensors. However, the cost of energy consumption associated with transferring heterogeneous data over the multiple network tiers to process, analyze and store the sensor's information in the cloud has created a huge load on information and communication infrastructure. Besides, the energy consumed by cloud data centers has an environmental impact associated with using non-clean fuels, which usually release carbon emissions (CO2) to produce electricity. Thus, to tackle these issues, we propose a new integrated edge-fog-cloud architectural paradigm that promises to enhance the energy-efficient of smart agriculture systems and corresponding carbon emissions. This architecture allows data collection from several sensors to process and analyze the agriculture data that require real-time operation (e.g., weather temperature, soil moisture, soil acidity, irrigation, etc.) in several layers (edge, fog, and cloud). Thus, the real-time processing could be held by the edge and fog layers to reduce the load on the cloud layer, which will help to enhance the overall energy consumption and process the agriculture applications/services efficiently. Mathematical modeling is conducted using mixed-integer linear programming (MILP) for a smart agriculture environment, where the proposed architecture is implemented, and results are analyzed and compared to the traditional implementation. According to the results of thousands of agriculture sensors, the proposed architecture outperforms the traditional cloud-based architecture in terms of reducing the overall energy consumption by 36% and the carbon emissions by 43%. In addition to these achievements, the results show that our proposed architecture can reduce network traffic by up to 86%, which can reduce network congestion. Finally, we develop a heuristic algorithm to validate and mimic the presented approach, and it shows comparable results to the MILP model.",38,Low Relevance,"- **Relevance Score:** 38/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Proposes an energy-efficient edge-fog-cloud architecture for smart agriculture, but omits TinyML, ESP32/RPi implementations, and detailed performance or field evaluations.",,,,scispace_full_text,/pdf/energy-efficient-edge-fog-cloud-architecture-for-iot-based-59eynsuzfn.pdf
IGrow: A Smart Agriculture Solution to Autonomous Greenhouse Control,2021,,Preprint,"Xiaoyan Cao, Yao Yao, Lanqing Li, Wanpeng Zhang, Zhicheng An, Zhong Zhang, Li Xiao, Shihui Guo, Xiaoyu Cao, Meihong Wu, Dijun Luo","Agriculture is the foundation of human civilization. However, the rapid increase of the global population poses a challenge on this cornerstone by demanding more food. Modern autonomous greenhouses, equipped with sensors and actuators, provide a promising solution to the problem by empowering precise control for high-efficient food production. However, the optimal control of autonomous greenhouses is challenging, requiring decision-making based on high-dimensional sensory data, and the scaling of production is limited by the scarcity of labor capable of handling this task. With the advances of artificial intelligence (AI), the internet of things (IoT), and cloud computing technologies, we are hopeful to provide a solution to automate and smarten greenhouse control to address the above challenges. In this paper, we propose a smart agriculture solution named iGrow, for autonomous greenhouse control (AGC): (1) for the first time, we formulate the AGC problem as a Markov decision process (MDP) optimization problem; (2) we design a neural network-based simulator incorporated with the incremental mechanism to simulate the complete planting process of an autonomous greenhouse, which provides a testbed for the optimization of control strategies; (3) we propose a closed-loop bi-level optimization algorithm, which can dynamically re-optimize the greenhouse control strategy with newly observed data during real-world production. We not only conduct simulation experiments but also deploy iGrow in real scenarios, and experimental results demonstrate the effectiveness and superiority of iGrow in autonomous greenhouse simulation and optimal control. Particularly, compelling results from the tomato pilot project in real autonomous greenhouses show that our solution significantly increases crop yield (+10.15\%) and net profit (+92.70\%) with statistical significance compared to planting experts.",31,Low Relevance,"- **Relevance Score:** 31/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Excels in smart agriculture and real greenhouse deployment, but lacks edge computing, TinyML, specific hardware details, and thorough energy or performance evaluations.",,,,arxiv,https://arxiv.org/pdf/2107.05464v2
IoT and Machine Learning in Agriculture: A Comparative Review of Smart Farming Solutions,2024,10.1109/icdici62993.2024.10810798,Journal Article,"P Ravi Shankar, Ayush Thakur, Hamza Ansari, Mohammed Bilal, Prof. Archana Chaugule","Smart agriculture utilizes IoT and ML technologies to revolutionize traditional farming practices. IoT sensors collect real-time environmental data, which ML algorithms analyze for tasks like soil classification, crop yield prediction, and disease detection. Various ML techniques, including deep learning models, are employed to improve accuracy and efficiency of the system. Applications range from automated livestock monitoring to efficient water management. Hybrid models combining different ML approaches often achieve superior results. Smart agriculture shows great potential for enhancing crop yields, reducing waste, and promoting sustainable practices to address global food security concerns.",20,Low Relevance,"- **Relevance Score:** 20/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Provides a thorough review of smart farming use-cases and IoT sensor roles, but lacks concrete edge, TinyML, ESP32/Raspberry Pi implementations or empirical evaluations.",,,,scispace,
Optimal Intelligent Embedded Edge Computing for AIoT in Smart Agriculture,2025,10.1109/iciea65512.2025.11149147,Proceedings Article,"Zihan Zhou, Lanlan Li, Charles Z. Liu","This paper presents an IoT-based smart agricultural monitoring system that integrates machine learning-driven edge computing to optimize resource efficiency and support sustainable agriculture. Utilizing a heterogeneous LoRa and NB-IoT network, the system enables real-time analysis of environmental, meteorological, and soil data. To enhance intelligent edge computing, multiple machine learning models were evaluated, with Random Forest selected for its balance of accuracy and computational efficiency. The feasibility of embedding this model on various microcontroller platforms was assessed based on memory usage, computational speed, and classification accuracy. A case study optimized model parameters to balance hardware constraints and predictive performance. Experimental results demonstrate that while increased computational resources improve performance, the enhancements are nonlinear. Selecting an embedded platform requires a trade-off between accuracy, power consumption, cost, and resource availability. This study provides a structured approach for deploying machine learning on edge devices, offering insights into model optimization, resource constraints, and future intelligent edge computing applications.",61,Partially Relevant,"- **Relevance Score:** 61/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Demonstrates IoT-based smart farming with edge ML on microcontrollers, but lacks ESP32/Raspberry Pi specifics, detailed TinyML neural models, and extensive energy or cloud comparisons.",,,,scispace,
Using Edge AI in IoT devices for Smart Agriculture: Autonomous Weeding,2026,10.1201/9788743808657-6,Journal Article,"Christian Germain, Barna Keresztes, Aymeric Deshayes, Jean-Pierre da Costa","This paper presents the evolution of a vision system dedicated to automatic weeding, initially implemented on a NVIDIA Jetson Xavier board. This evolution aims to take advantage of a new computing board able to implement efficient artificial intelligence oriented computations, keeping a low power consumption, and a low cost, developed in the ANDANTE project. The paper presents the automatic weeding tool, the existing vision system and the weeding data used to train the system. It also describes the specifications of the new board and the adaptation needed in order to integrate the previous algorithm in this new board. The results obtained during the first step of this integration are presented and compared to those obtained with the previous vision system. These new results are encouraging and rich in lessons for the future.",44,Partially Relevant,"- **Relevance Score:** 44/100 - **Relevance Tag:** Partially Relevant - **Reasoning:** Shows edge AI for autonomous weeding on low-power board, but relies on Jetson-class hardware, not TinyML or ESP32/Raspberry Pi.",,,,scispace,https://api.taylorfrancis.com/content/chapters/oa-edit/download?identifierName=doi&identifierValue=10.1201/9788743808657-6&type=chapterpdf
Application of Internet of Things in Smart Farm Watering System,2021,10.18494/sam.2021.3164,Journal Article,"Wei-Ling Hsu, Wen-Kai Wang, Wen-Hung Fan, Yan-Chyuan Shiau, Ming-Ling Yang, Dylan Josh Domingo Lopez","1School of Urban and Environmental Science, Huaiyin Normal University, No. 111, ChangJang West Road, Huai'an City, Jiangsu Province 223300, China 2Department of Civil Engineering, Chung Hua University, No. 707, WuFu Road, Section 2, Hsinchu 30012, Taiwan 3College of Engineering, Chung Hua University, No. 707, WuFu Road, Section 2, Hsinchu 30012, Taiwan 4Department of Landscape Architecture, Chung Hua University, No. 707, WuFu Road, Section 2, Hsinchu 30012, Taiwan 5Department of Architecture and Urban Planning, Chung Hua University, No. 707, WuFu Road, Section 2, Hsinchu 30012, Taiwan 6Computer Engineering Department, Adamson University, 900 San Marcelino Ermita, Manila, Philippines",34,Low Relevance,"- **Relevance Score:** 34/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Provides an IoT-based irrigation controller for smart farms, but lacks edge computing, TinyML, ESP32/RPi use, performance/energy metrics, open-source code, and cloud comparison.",,,,scispace_full_text,/pdf/application-of-internet-of-things-in-smart-farm-watering-4zre9n5llj.pdf
Optimizing Energy Efficiency of 5G RedCap Beam Management for Smart Agriculture Applications,2024,,Preprint,"Manishika Rawat, Matteo Pagin, Marco Giordani, Louis-Adrien Dufrene, Quentin Lampin, Michele Zorzi","Beam management in 5G NR involves the transmission and reception of control signals such as Synchronization Signal Blocks (SSBs), crucial for tasks like initial access and/or channel estimation. However, this procedure consumes energy, which is particularly challenging to handle for battery-constrained nodes such as RedCap devices. Specifically, in this work we study a mid-market Internet of Things (IoT) Smart Agriculture (SmA) deployment where an Unmanned Autonomous Vehicle (UAV) acts as a base station ""from the sky"" (UAV-gNB) to monitor and control ground User Equipments (UEs) in the field. Then, we formalize a multi-variate optimization problem to determine the optimal beam management design for RedCap SmA devices in order to reduce the energy consumption at the UAV-gNB. Specifically, we jointly optimize the transmission power and the beamwidth at the UAV-gNB. Based on the analysis, we derive the so-called ""regions of feasibility,"" i.e., the upper limit(s) of the beam management parameters for which RedCap Quality of Service (QoS) and energy constraints are met. We study the impact of factors like the total transmission power at the gNB, the Signal-to-Noise Ratio (SNR) threshold for successful packet decoding, the number of UEs in the region, and the misdetection probability. Simulation results demonstrate that there exists an optimal configuration for beam management to promote energy efficiency, which depends on the speed of the UEs, the beamwidth, and other network parameters.",26,Low Relevance,"- **Relevance Score:** 26/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Optimizes UAV-based 5G beam management for smart-agri IoT, cutting UAV energy use; lacks edge/TinyML, ESP32/RPi, real field tests, and open-source code.",,,,arxiv,https://arxiv.org/pdf/2404.15857v1
SmartAgri-IoT: A Hybrid LPWAN Edge Computing Framework for Real-Time Precision Agriculture,2025,10.1109/icdds67737.2025.11344705,Journal Article,"P. Dinesh Kumar, Sharadakusuma Rao, Varshitha P Alva","This paper presents SmartAgri-IoT, a novel hybrid architecture combining LPWAN (e.g., LoRaWAn)and edge computing for scalable, cost-efficient precision agriculture. Covering research from 2010 to 2025, we conduct a comprehensive literature survey focusing on IoT connectivity, sensor data quality, energy-harvesting devices, and real-time analytics. We highlight merits and demerits of existing approaches and propose our own methodology integrating biodegradable sensors, drones, and machine learning at the edge. Our preliminary case studies suggest improved connectivity reliability (up to 30% cost reduction), high-quality sensor data, and enhanced decision support for irrigation and fertilization. SmartAgri-IoT aims to mitigate rural connectivity constraints and infrastructural barriers while optimizing resource management and crop yield.",38,Low Relevance,"- **Relevance Score:** 38/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses LPWAN-edge hybrid to enable real-time precision farming; describes IoT sensor network and edge analytics. No TinyML or ESP32/RPi implementation. Energy data limited; lacks performance metrics, open-source links, and detailed cloud vs edge comparison, though includes preliminary field case studies.",,,,scispace,
Edge-Based Predictive Data Reduction for Smart Agriculture: A Lightweight Approach to Efficient IoT Communication,2025,,Preprint,"Dora Krekovic, Mario Kusek, Ivana Podnar Zarko, Danh Le-Phuoc","The rapid growth of IoT devices has led to an enormous amount of sensor data that requires transmission to cloud servers for processing, resulting in excessive network congestion, increased latency and high energy consumption. This is particularly problematic in resource-constrained and remote environments where bandwidth is limited, and battery-dependent devices further emphasize the problem. Moreover, in domains such as agriculture, consecutive sensor readings often have minimal variation, making continuous data transmission inefficient and unnecessarily resource intensive. To overcome these challenges, we propose an analytical prediction algorithm designed for edge computing environments and validated through simulation. The proposed solution utilizes a predictive filter at the network edge that forecasts the next sensor data point and triggers data transmission only when the deviation from the predicted value exceeds a predefined tolerance. A complementary cloud-based model ensures data integrity and overall system consistency. This dual-model strategy effectively reduces communication overhead and demonstrates potential for improving energy efficiency by minimizing redundant transmissions. In addition to reducing communication load, our approach leverages both in situ and satellite observations from the same locations to enhance model robustness. It also supports cross-site generalization, enabling models trained in one region to be effectively deployed elsewhere without retraining. This makes our solution highly scalable, energy-aware, and well-suited for optimizing sensor data transmission in remote and bandwidth-constrained IoT environments.",37,Low Relevance,"- **Relevance Score:** 37/100 - **Relevance Tag:** Low Relevance - **Reasoning:** Uses predictive edge filter for smart farming data, reducing transmissions and energy use. Validated via simulation, mentions cloud fallback, but lacks TinyML, ESP32/RPi, detailed benchmarks, open code, or real-field trials.",,,,arxiv,https://arxiv.org/pdf/2511.19103v1
